,aX,aY,aZ,gX,gY,gZ,little,ring,middle,index,thumb,Character
1986,0.52,0.82,0.27,0.24,-2.38,-3.11,357,282,209,446,364,29
1987,0.53,0.81,0.26,1.65,-1.53,-2.32,359,285,209,442,365,29
1988,0.52,0.81,0.27,0.85,-3.42,-2.69,358,282,206,447,364,29
1989,0.52,0.81,0.27,1.46,-4.46,-2.38,357,282,206,438,362,29
1990,0.52,0.81,0.26,0.43,-2.99,-1.83,360,282,206,446,362,29
1991,0.53,0.82,0.27,3.97,-1.77,0.31,370,283,209,441,362,29
1992,0.53,0.81,0.26,0.85,-4.09,-3.11,361,283,210,436,363,29
1993,0.53,0.82,0.26,0.43,-2.26,-1.34,358,281,210,442,364,29
1994,0.53,0.79,0.27,1.77,-1.04,-2.99,358,281,206,443,363,29
1995,0.53,0.8,0.28,-0.98,-3.3,-1.95,357,282,209,447,366,29
1996,0.53,0.8,0.28,1.34,-2.26,-1.77,352,282,207,447,362,29
1997,0.54,0.79,0.28,-1.77,-2.69,-3.36,355,282,206,446,359,29
1998,0.53,0.81,0.28,0.85,-3.17,-2.44,358,285,210,445,361,29
1999,0.53,0.8,0.28,0.49,-2.14,-2.81,357,280,210,440,359,29
2000,0.53,0.81,0.28,1.1,-2.38,-3.11,352,282,210,442,363,29
2001,0.51,0.81,0.27,-0.06,-3.3,-3.6,367,282,208,442,362,29
2002,0.52,0.81,0.27,-0.37,-2.2,-2.81,358,283,209,437,363,29
2003,0.51,0.81,0.29,0.18,-3.54,-2.32,357,282,210,442,363,29
2004,0.52,0.8,0.28,-0.18,-3.91,-3.3,360,285,209,441,370,29
2005,0.52,0.8,0.27,0.49,-2.32,-2.62,360,285,206,445,361,29
2006,0.52,0.81,0.28,-0.85,-4.03,-3.17,357,284,209,437,366,29
2007,0.53,0.81,0.27,0.98,-1.77,-2.87,357,281,206,440,365,29
2008,0.52,0.81,0.28,0.18,-3.36,-2.32,364,281,211,441,362,29
2009,0.52,0.8,0.27,-0.06,-2.26,-1.77,358,285,216,454,359,29
2010,0.52,0.8,0.28,0.43,-2.99,-2.32,357,284,208,438,364,29
2011,0.52,0.81,0.28,0.12,-3.36,-1.71,359,282,211,442,359,29
2012,0.52,0.81,0.27,0.24,-3.05,-2.14,360,283,208,446,363,29
2013,0.52,0.81,0.27,1.16,-2.75,-1.95,359,285,208,444,360,29
2014,0.53,0.82,0.27,1.04,-2.26,-1.89,357,282,207,442,364,29
2015,0.53,0.81,0.26,0.31,-2.81,-2.56,357,286,210,441,365,29
2016,0.52,0.8,0.26,0.79,-2.62,-2.08,357,283,208,439,364,29
2017,0.53,0.81,0.26,-0.18,-2.87,-2.99,360,286,207,446,364,29
2018,0.53,0.81,0.27,-0.31,-1.59,-2.87,357,284,209,439,365,29
2019,0.53,0.81,0.28,-0.37,-3.11,-2.93,360,282,206,442,362,29
2020,0.52,0.79,0.26,-0.18,-3.97,-1.83,360,285,207,445,359,29
2021,0.55,0.81,0.26,5.0,-7.51,0.12,360,285,208,445,362,29
2022,0.53,0.81,0.25,2.2,-4.64,-1.83,355,282,209,443,363,29
2023,0.55,0.82,0.24,2.56,-1.22,-3.36,359,282,208,442,365,29
2024,0.55,0.79,0.24,0.79,-3.05,-4.52,360,285,209,441,365,29
2025,0.53,0.82,0.25,1.04,-2.99,-2.62,361,285,206,446,363,29
2026,0.54,0.82,0.24,1.71,-2.2,-3.72,356,282,204,436,362,29
2027,0.52,0.82,0.26,-1.77,-1.65,-2.32,361,281,209,442,360,29
2028,0.54,0.82,0.25,-0.06,-2.56,-2.38,356,282,208,442,363,29
2029,0.53,0.81,0.25,0.24,-2.01,-1.89,397,283,203,442,362,29
2030,0.54,0.82,0.25,2.69,-1.46,-3.05,357,282,203,443,359,29
2031,0.52,0.82,0.26,0.24,-3.54,-2.81,360,281,208,442,363,29
2032,0.52,0.8,0.25,0.92,-1.04,-0.79,358,278,208,438,363,29
2033,0.52,0.8,0.25,-0.61,-3.54,-1.89,358,279,208,438,360,29
2034,0.54,0.79,0.27,0.79,-0.92,-2.5,358,283,209,445,364,29
2035,0.53,0.79,0.28,-0.49,-0.98,-4.76,360,285,208,441,362,29
2036,0.58,0.83,0.27,1.28,-3.17,-6.35,356,285,206,447,363,29
2037,0.56,0.83,0.27,1.4,-5.25,-5.37,358,283,206,441,366,29
2038,0.53,0.8,0.28,-0.92,-1.89,-0.49,359,283,207,443,364,29
2039,0.54,0.8,0.27,-0.12,-3.11,-1.77,356,280,207,446,364,29
2040,0.55,0.8,0.28,-0.18,-2.32,-3.66,358,284,210,441,363,29
2041,0.54,0.8,0.28,0.67,-2.5,-3.17,357,281,209,441,365,29
2042,0.55,0.8,0.27,0.92,-3.17,-3.3,361,283,208,443,365,29
2043,0.54,0.8,0.28,0.31,-3.11,-2.26,358,283,207,439,360,29
2044,0.54,0.8,0.28,0.0,-2.69,-2.38,360,285,205,443,361,29
2045,0.54,0.79,0.28,0.49,-2.26,-3.23,357,286,207,441,366,29
2046,0.5,0.8,0.28,0.0,-4.27,-4.58,360,283,206,447,357,29
2047,0.5,0.81,0.3,3.91,-2.87,-1.71,358,282,208,437,364,29
2048,0.52,0.8,0.27,0.55,-5.86,-1.53,359,282,209,445,365,29
2049,0.56,0.82,0.26,0.24,-4.09,-0.49,356,281,209,438,366,29
2050,0.57,0.82,0.25,0.92,-4.64,-2.38,359,283,207,445,367,29
2051,0.54,0.78,0.27,-0.67,-3.78,-4.88,361,281,208,444,363,29
2052,0.42,0.89,0.19,-5.68,-10.68,-8.79,380,276,206,439,360,29
2053,0.37,0.88,0.28,2.93,-1.4,-6.41,382,275,200,447,358,29
2054,0.38,0.94,0.27,-2.5,-1.77,-2.14,384,280,198,444,362,29
2055,0.39,0.88,0.3,-0.06,-1.16,-3.36,381,277,201,442,360,29
2056,0.37,0.95,0.29,2.44,1.46,1.34,378,277,205,443,359,29
2057,0.35,0.88,0.31,-5.74,-7.02,-2.08,378,280,206,443,361,29
2058,0.41,0.82,0.27,-12.51,5.49,-4.64,378,277,202,438,358,29
2059,0.37,0.86,0.33,-0.79,8.61,6.23,367,278,205,440,355,29
2060,0.42,0.92,0.29,-8.18,-10.86,7.02,367,277,201,437,354,29
2061,0.42,0.8,0.33,0.49,-0.61,-1.4,379,277,205,445,358,29
2062,0.42,0.82,0.32,0.67,8.42,-13.67,367,277,205,439,355,29
2063,0.45,0.85,0.35,4.64,-4.58,-3.78,370,276,201,438,358,29
2064,0.42,0.84,0.33,-2.08,-2.56,-0.73,370,278,209,447,359,29
2065,0.43,0.84,0.34,0.0,-1.1,1.71,369,280,200,457,357,29
2066,0.44,0.83,0.34,2.44,-3.05,-1.46,370,278,202,445,359,29
2067,0.44,0.84,0.33,-1.28,-3.11,-0.31,368,281,202,442,357,29
2068,0.43,0.82,0.35,-0.55,-3.97,-1.95,370,280,203,444,358,29
2069,0.44,0.83,0.33,2.56,-2.81,-3.23,371,281,199,447,358,29
2070,0.46,0.84,0.3,5.98,-7.75,-1.22,368,277,202,438,357,29
2071,0.46,0.83,0.32,2.56,-2.62,-3.3,369,275,202,443,358,29
2072,0.48,0.85,0.3,-0.12,-1.53,-6.9,370,279,203,444,360,29
2073,0.47,0.83,0.28,-0.79,-2.62,0.37,371,288,202,439,356,29
2074,0.5,0.83,0.29,-1.22,-3.17,-1.65,368,281,203,443,360,29
2075,0.5,0.82,0.29,3.23,-3.42,-2.08,370,278,203,445,353,29
2076,0.49,0.82,0.29,0.18,-1.34,-0.73,366,278,202,444,357,29
2077,0.49,0.82,0.31,-0.31,0.12,-4.39,365,278,205,442,356,29
2078,0.49,0.82,0.3,2.5,-2.81,-5.25,370,280,205,444,357,29
2079,0.48,0.82,0.3,0.67,-0.73,-3.17,365,285,202,442,358,29
2080,0.49,0.85,0.31,-2.44,-0.31,-3.36,365,278,204,445,361,29
2081,0.46,0.86,0.31,2.87,-4.88,-7.57,368,277,205,450,358,29
2082,0.44,0.85,0.31,-3.23,-0.06,-9.28,367,275,202,437,358,29
2083,0.46,0.8,0.29,0.79,-12.57,-6.16,366,279,201,448,359,29
2084,0.46,0.8,0.27,3.72,-2.26,-0.67,367,278,204,442,360,29
2085,0.5,0.85,0.23,6.35,-5.74,-2.44,362,277,205,440,360,29
2086,0.5,0.82,0.24,-4.33,-1.95,-0.49,367,280,205,441,358,29
2087,0.5,0.82,0.25,-1.46,-6.9,-3.05,368,277,202,437,356,29
2088,0.51,0.81,0.24,-7.81,-2.69,-0.98,371,276,203,442,358,29
2089,0.52,0.82,0.24,1.95,-1.83,-3.05,370,278,204,442,360,29
2090,0.5,0.81,0.25,0.12,-2.62,-2.44,371,275,201,442,355,29
2091,0.5,0.84,0.26,3.17,0.24,-3.66,369,277,204,439,357,29
2092,0.53,0.86,0.25,2.5,0.85,-4.88,369,277,202,442,358,29
2093,0.51,0.86,0.23,4.64,0.0,-1.95,368,278,201,443,360,29
2094,0.51,0.86,0.27,0.55,-0.24,-2.44,364,277,205,443,356,29
2095,0.54,0.82,0.27,6.77,-1.83,-5.49,368,279,204,446,355,29
2096,0.51,0.79,0.25,3.48,-8.18,-2.81,365,280,202,446,358,29
2097,0.5,0.82,0.27,-5.8,-7.51,-3.54,379,280,203,444,358,29
2098,0.52,0.81,0.25,0.85,-8.06,-4.03,368,280,201,443,358,29
2099,0.5,0.82,0.25,6.65,-3.72,-4.21,370,278,202,437,358,29
2100,0.51,0.85,0.27,4.15,-1.65,-6.29,370,277,204,443,356,29
2101,0.49,0.86,0.26,5.92,-4.39,-1.71,372,278,203,437,359,29
2102,0.49,0.82,0.24,0.31,-4.33,-2.44,367,277,199,446,357,29
2103,0.5,0.84,0.24,0.49,-2.38,-2.2,371,278,203,440,361,29
2104,0.52,0.84,0.24,2.81,-3.3,-3.48,369,277,205,442,358,29
2105,0.5,0.83,0.24,2.01,-1.77,-3.48,368,278,200,443,357,29
2106,0.51,0.82,0.23,2.93,-1.83,-2.26,368,280,202,448,360,29
2107,0.52,0.81,0.23,-4.46,3.78,-5.86,367,277,205,442,360,29
2108,0.5,0.82,0.26,-0.67,-2.69,0.24,396,279,205,442,358,29
2109,0.51,0.82,0.27,2.26,-3.66,-2.44,364,280,204,442,361,29
2110,0.5,0.81,0.27,1.34,0.12,-4.27,368,280,202,443,361,29
2111,0.5,0.81,0.26,1.59,-2.93,-3.05,368,281,201,446,362,29
2112,0.5,0.82,0.27,-0.24,-3.78,-2.93,365,281,203,446,359,29
2113,0.49,0.82,0.27,0.06,-4.76,-2.2,370,278,201,445,359,29
2114,0.49,0.83,0.28,1.4,-2.75,-2.62,366,278,199,442,355,29
2115,0.47,0.81,0.26,-1.89,-1.71,-1.59,367,275,205,440,361,29
2116,0.51,0.83,0.24,1.4,-1.16,-2.08,365,277,197,443,355,29
2117,0.49,0.83,0.24,1.95,-3.72,-1.04,357,279,204,442,361,29
2118,0.5,0.83,0.24,1.04,-3.97,-0.92,365,277,204,445,356,29
2119,0.49,0.82,0.24,-0.49,-2.08,-0.67,363,276,205,442,357,29
2120,0.51,0.83,0.25,-0.24,-2.62,-2.62,370,277,203,448,360,29
2121,0.51,0.83,0.26,-1.46,-2.2,-1.34,370,279,204,444,359,29
2122,0.52,0.83,0.25,-0.12,-3.6,-1.95,369,279,204,443,361,29
2123,0.51,0.82,0.25,1.16,-2.87,-3.05,366,281,202,441,359,29
2124,0.51,0.82,0.25,-1.16,-2.38,-1.65,370,276,217,442,359,29
2125,0.52,0.82,0.25,0.31,-3.3,-2.81,366,277,202,442,355,29
2126,0.52,0.82,0.25,-1.16,-2.56,-2.08,368,279,202,448,360,29
2127,0.51,0.83,0.26,1.04,-2.5,-2.56,368,281,204,442,358,29
2128,0.52,0.82,0.26,2.87,-2.26,-1.83,367,280,204,442,360,29
2129,0.52,0.82,0.25,1.1,-1.53,-3.17,365,278,207,444,360,29
2130,0.52,0.83,0.25,2.81,-5.07,-2.38,367,277,204,439,360,29
2131,0.51,0.82,0.26,1.59,-0.55,-3.23,365,279,203,437,354,29
2132,0.5,0.81,0.27,-0.73,-2.26,1.34,367,280,205,442,359,29
2133,0.52,0.82,0.27,-0.49,-1.83,-1.71,366,279,201,440,358,29
2134,0.51,0.82,0.27,0.98,-4.09,-3.17,368,278,204,445,360,29
2135,0.52,0.81,0.26,0.06,-3.11,-2.2,369,281,205,442,360,29
2136,0.52,0.82,0.26,0.06,-3.3,-2.01,365,284,205,445,358,29
2137,0.51,0.82,0.27,-0.43,-2.14,-2.08,367,278,206,441,355,29
2138,0.52,0.82,0.25,3.05,-2.87,-4.94,366,280,205,448,365,29
2139,0.51,0.82,0.25,2.01,-2.87,-1.89,365,276,201,437,361,29
2140,0.5,0.82,0.25,-0.55,-1.95,-2.93,369,281,203,442,360,29
2141,0.52,0.82,0.24,-0.12,-3.3,-1.77,371,278,202,443,359,29
2142,0.51,0.83,0.26,0.12,-3.23,-2.44,366,279,202,441,356,29
2143,0.52,0.83,0.24,0.0,-2.38,-2.75,370,278,204,437,357,29
2144,0.52,0.82,0.25,-0.18,-3.05,-0.79,367,279,203,443,359,29
2145,0.52,0.81,0.24,1.22,-3.78,-1.16,364,280,207,441,360,29
2146,0.51,0.83,0.24,1.46,-2.01,-2.69,369,283,205,442,362,29
2147,0.53,0.83,0.25,-0.61,-5.62,-0.37,365,279,219,438,361,29
2148,0.52,0.82,0.25,1.22,-1.34,-3.42,370,278,202,442,359,29
2149,0.51,0.83,0.25,-2.75,-3.72,-2.32,369,280,202,445,361,29
2150,0.53,0.8,0.25,0.0,-3.91,-1.34,367,278,202,436,359,29
2151,0.52,0.81,0.24,-1.4,-3.6,-1.28,368,279,201,451,357,29
2152,0.54,0.81,0.25,2.26,-3.05,-0.79,367,277,204,437,360,29
2153,0.52,0.8,0.25,-1.34,-1.65,-1.16,368,281,207,442,359,29
2154,0.53,0.82,0.27,1.04,-2.56,-2.38,368,281,202,443,359,29
2155,0.54,0.8,0.26,0.61,-2.01,-3.23,378,283,210,444,359,29
2156,0.53,0.81,0.27,0.61,-1.28,-2.62,365,278,202,446,360,29
2157,0.51,0.81,0.26,0.24,-3.17,-3.05,369,278,203,440,360,29
2158,0.52,0.8,0.26,-1.04,-3.6,-4.64,364,277,204,444,357,29
2159,0.52,0.81,0.27,0.18,-3.3,-2.81,369,282,206,442,362,29
2160,0.52,0.8,0.25,1.28,-4.46,-4.27,369,279,203,440,360,29
2161,0.52,0.81,0.26,0.12,-2.81,-1.89,366,280,203,442,361,29
2162,0.51,0.82,0.26,-1.83,-2.99,-2.81,368,281,204,443,360,29
2163,0.52,0.81,0.25,0.49,-3.05,-2.44,367,288,205,440,362,29
2164,0.53,0.83,0.29,-6.35,-2.87,2.01,368,279,204,440,360,29
2165,0.55,0.82,0.27,-2.38,-5.25,-1.83,367,282,202,445,360,29
2166,0.53,0.79,0.26,-1.28,-2.44,-3.97,368,278,207,435,360,29
2167,0.53,0.82,0.28,1.34,-1.53,2.38,368,279,207,443,361,29
2168,0.54,0.79,0.27,0.73,-3.66,-1.34,366,279,208,446,360,29
2169,0.53,0.8,0.28,2.01,-0.12,-4.03,371,278,219,442,359,29
2170,0.53,0.76,0.27,-3.78,-6.47,-3.85,368,281,207,441,359,29
2171,0.52,0.77,0.28,-1.28,-5.92,-4.21,367,278,206,440,358,29
2172,0.52,0.79,0.28,-1.65,-2.75,-2.69,370,278,203,439,361,29
2173,0.54,0.79,0.29,0.67,-3.36,-1.1,370,279,209,441,356,29
2174,0.55,0.8,0.29,0.61,-3.54,-2.2,370,279,203,441,360,29
2175,0.56,0.8,0.28,2.99,-3.48,-3.66,370,281,217,436,356,29
2176,0.53,0.8,0.28,2.2,-2.99,-4.09,368,277,204,443,359,29
2177,0.56,0.79,0.26,0.55,-4.58,-1.89,369,276,205,439,359,29
2178,0.55,0.78,0.29,-1.4,-3.48,0.79,370,279,204,441,358,29
2179,0.54,0.77,0.28,-3.97,-4.52,-3.05,368,279,206,445,360,29
2180,0.53,0.78,0.28,4.52,-0.85,-6.29,370,278,208,439,359,29
2181,0.54,0.8,0.29,-1.4,-2.62,-3.23,372,280,206,445,364,29
2182,0.55,0.8,0.28,1.89,-3.05,-3.85,367,279,202,440,360,29
2183,0.56,0.82,0.27,4.39,-1.22,-3.66,368,281,206,440,363,29
2184,0.55,0.81,0.28,1.77,-4.64,-4.58,368,282,201,440,354,29
2185,0.56,0.81,0.26,4.33,-3.42,-1.71,370,280,206,442,358,29
2186,0.55,0.81,0.27,1.89,-3.72,-6.23,369,280,203,444,361,29
2187,0.53,0.79,0.27,-2.01,-4.21,-2.5,369,279,207,441,361,29
2188,0.52,0.81,0.27,-3.17,-2.38,-2.2,367,280,203,441,362,29
2189,0.55,0.79,0.29,2.56,-2.5,-2.26,369,281,203,442,362,29
2190,0.54,0.8,0.29,1.16,-2.01,-3.23,369,278,206,441,360,29
2191,0.55,0.79,0.26,1.65,-3.78,-0.61,369,278,203,441,360,29
2192,0.53,0.79,0.27,1.04,0.31,-4.52,368,279,204,439,358,29
2193,0.54,0.81,0.26,1.53,-3.6,-0.18,371,282,207,442,358,29
2194,0.54,0.8,0.27,-0.85,-2.32,-1.28,370,280,207,442,362,29
2195,0.56,0.79,0.26,1.83,-5.19,-1.71,369,279,206,442,359,29
2196,0.55,0.8,0.26,0.98,-4.27,-2.5,371,279,218,442,362,29
2197,0.55,0.79,0.26,-0.61,-3.54,-3.05,371,282,206,436,356,29
2198,0.54,0.79,0.27,-3.54,-2.5,-0.73,368,278,204,441,359,29
2199,0.55,0.8,0.26,0.31,-3.85,-1.95,368,276,205,436,359,29
2200,0.54,0.8,0.27,-1.77,-1.65,-2.32,369,279,201,440,360,29
2201,0.53,0.8,0.27,1.46,-2.2,-2.93,372,280,204,436,360,29
2202,0.55,0.79,0.27,0.18,-1.4,-2.75,370,282,203,439,359,29
2203,0.55,0.8,0.27,-0.24,-2.32,-1.22,369,285,204,445,356,29
2204,0.55,0.78,0.28,2.2,-3.05,-2.75,368,281,208,445,361,29
2205,0.55,0.79,0.27,1.71,-3.3,-3.54,369,279,204,442,361,29
2206,0.54,0.8,0.27,1.4,-4.39,-5.31,368,281,204,442,360,29
2207,0.56,0.82,0.28,3.78,-2.26,-2.14,369,281,207,441,360,29
2208,0.55,0.8,0.26,0.24,-4.33,-3.6,369,278,204,440,360,29
2209,0.54,0.81,0.27,-2.14,-3.66,-6.71,367,285,204,442,361,29
2210,0.54,0.81,0.28,-2.01,-2.75,-0.31,370,280,201,436,356,29
2211,0.56,0.81,0.28,0.73,-4.76,-3.78,367,288,203,439,360,29
2212,0.55,0.8,0.29,-1.1,-1.28,-2.38,370,276,205,445,357,29
2213,0.54,0.8,0.28,3.05,-4.03,1.04,367,279,213,441,362,29
2214,0.56,0.78,0.27,-0.43,-3.36,-1.65,368,281,201,445,356,29
2215,0.55,0.78,0.28,0.43,-1.95,-4.09,371,284,209,443,356,29
2216,0.55,0.79,0.27,0.37,-2.75,-2.44,368,282,209,445,360,29
2217,0.55,0.79,0.29,1.04,-3.97,-2.75,372,275,204,442,358,29
2218,0.56,0.78,0.28,1.28,-4.15,-2.62,368,277,204,441,362,29
2219,0.55,0.79,0.29,0.18,-2.38,-2.56,368,281,209,444,361,29
2220,0.55,0.79,0.28,-0.31,-3.17,-4.58,370,282,207,437,358,29
2221,0.56,0.79,0.26,1.83,-3.3,-2.14,368,277,206,441,362,29
2222,0.55,0.79,0.28,0.12,-3.72,-2.38,366,282,203,442,362,29
2223,0.56,0.78,0.27,-1.77,-2.32,-2.99,367,282,207,439,360,29
2224,0.55,0.79,0.27,1.71,-2.93,-1.83,367,279,203,441,361,29
2225,0.55,0.78,0.27,-0.61,-2.5,-2.81,368,281,204,438,360,29
2226,0.55,0.78,0.27,1.16,-3.78,-3.3,375,279,205,444,357,29
2227,0.54,0.8,0.28,1.59,-3.3,-0.67,368,278,204,437,357,29
2228,0.55,0.79,0.27,1.53,-2.26,-2.14,368,280,203,442,361,29
2229,0.55,0.8,0.26,1.77,-2.26,-3.17,368,280,204,442,361,29
2230,0.56,0.8,0.26,-1.4,-1.71,-3.6,365,281,203,442,361,29
2231,0.56,0.8,0.26,-0.12,-3.42,-2.01,370,282,205,442,362,29
2232,0.56,0.81,0.27,1.22,-2.2,-4.03,369,280,207,441,361,29
2233,0.56,0.8,0.26,2.14,-3.42,-1.83,370,279,207,442,357,29
2234,0.55,0.8,0.25,-0.43,-3.23,-2.99,369,279,203,435,359,29
2235,0.56,0.78,0.26,-2.69,-3.66,-2.69,370,279,207,441,361,29
2236,0.55,0.79,0.26,0.61,-2.01,-1.77,371,275,203,444,360,29
2237,0.55,0.79,0.27,-0.06,-2.87,-3.54,365,279,204,444,364,29
2238,0.55,0.8,0.26,1.53,-2.87,-2.44,366,280,203,445,364,29
2239,0.55,0.8,0.27,0.24,-3.48,-2.81,368,280,211,442,359,29
2240,0.54,0.8,0.28,-0.18,-2.5,-1.71,368,280,207,443,362,29
2241,0.54,0.79,0.28,-0.49,-2.62,-1.65,367,281,207,440,361,29
2242,0.54,0.79,0.28,-2.26,-2.69,-1.83,371,279,202,444,362,29
2243,0.55,0.78,0.28,-0.73,-2.38,-2.08,368,280,206,442,361,29
2244,0.55,0.79,0.29,-0.79,-2.44,-3.3,365,282,206,442,362,29
2245,0.55,0.78,0.28,-0.37,-3.11,-2.93,369,280,207,442,363,29
2246,0.54,0.79,0.28,1.4,-3.17,-2.2,374,281,205,438,361,29
2247,0.54,0.79,0.29,-0.37,-1.65,-2.93,371,282,207,436,357,29
2248,0.55,0.79,0.28,1.16,-2.14,-2.75,369,280,207,440,363,29
2249,0.55,0.8,0.28,1.4,-3.48,-2.99,371,279,208,445,360,29
2250,0.54,0.79,0.28,-0.12,-2.93,-2.56,367,279,205,444,360,29
2251,0.55,0.79,0.28,0.98,-4.88,-1.28,370,280,208,441,362,29
2252,0.53,0.78,0.28,-0.06,-2.32,-2.62,369,282,205,440,362,29
2253,0.54,0.8,0.28,-0.73,-1.34,-2.44,371,279,207,445,363,29
2254,0.55,0.8,0.29,0.73,-3.11,-2.62,366,282,203,440,359,29
2255,0.54,0.79,0.28,-0.49,-2.01,-3.6,367,280,206,441,360,29
2256,0.54,0.8,0.28,-1.16,-2.44,-2.93,369,281,207,442,361,29
2257,0.54,0.8,0.29,0.67,-1.83,-1.53,369,280,205,446,362,29
2258,0.56,0.8,0.29,-0.92,-3.23,-1.65,365,278,203,440,362,29
2259,0.55,0.79,0.28,-0.24,-2.14,-2.93,371,279,205,443,361,29
2260,0.54,0.78,0.3,1.34,-3.48,-2.32,382,282,204,443,361,29
2261,0.55,0.79,0.29,1.22,-2.69,-2.62,366,285,206,442,361,29
2262,0.55,0.79,0.29,-0.24,-3.11,-2.2,368,281,204,442,363,29
2263,0.57,0.79,0.3,1.34,-1.83,-1.95,368,284,204,445,362,29
2264,0.56,0.79,0.3,0.37,-3.42,-2.93,372,279,206,438,363,29
2265,0.54,0.77,0.3,-2.32,-4.15,-2.99,373,280,206,440,362,29
2266,0.55,0.79,0.31,-0.24,-1.89,-1.53,369,283,203,440,361,29
2267,0.55,0.77,0.31,-0.67,-2.5,-0.73,370,283,208,442,361,29
2268,0.57,0.78,0.3,0.18,-2.93,-2.2,367,282,205,440,362,29
2269,0.55,0.77,0.32,-0.79,-3.11,-2.08,367,279,203,438,361,29
2270,0.58,0.79,0.3,0.73,-2.2,-3.23,366,281,205,441,361,29
2271,0.56,0.78,0.3,-3.36,-3.78,-3.72,370,281,208,441,360,29
2272,0.53,0.75,0.34,1.4,2.26,-12.88,369,282,205,441,362,29
2273,0.49,0.82,0.37,0.37,0.85,-6.1,371,286,207,444,364,29
2274,0.37,0.77,0.45,5.74,-3.42,4.09,369,279,206,445,359,29
2275,0.41,0.88,0.38,-0.85,0.06,-11.9,369,280,203,442,362,29
2276,0.41,0.8,0.38,-4.64,-2.81,-6.16,369,282,208,441,362,29
2277,0.42,0.79,0.41,1.28,-1.04,-2.08,370,281,206,443,365,29
2278,0.4,0.85,0.44,-0.43,-0.06,0.0,369,280,205,445,364,29
2279,0.36,0.78,0.43,-1.77,0.98,-3.11,372,280,209,445,363,29
2280,0.39,0.84,0.48,-1.89,-1.1,-11.41,368,280,208,436,363,29
2281,0.39,0.79,0.43,0.06,-4.76,-11.6,368,279,210,443,363,29
2282,0.38,0.82,0.47,0.49,-1.59,-3.05,366,279,208,437,363,29
2283,0.36,0.82,0.44,0.92,-4.15,-1.46,368,282,205,439,361,29
2284,0.4,0.8,0.41,0.98,-6.53,-2.5,375,292,207,440,361,29
2285,0.38,0.82,0.41,3.78,-1.83,-1.34,367,279,201,443,362,29
2286,0.41,0.81,0.41,3.54,-2.62,-2.5,368,281,202,442,363,29
2287,0.4,0.81,0.4,0.67,-3.05,-0.85,366,280,204,444,363,29
2288,0.37,0.82,0.4,4.58,-1.22,1.22,372,283,203,444,361,29
2289,0.41,0.84,0.39,0.31,-0.37,-0.98,367,283,204,444,364,29
2290,0.42,0.8,0.38,-0.06,-4.7,-2.01,369,282,206,441,363,29
2291,0.42,0.83,0.37,-2.32,-3.48,-2.01,367,281,202,442,362,29
2292,0.42,0.89,0.37,-5.25,0.49,0.85,369,282,206,438,360,29
2293,0.44,0.87,0.37,-1.28,-1.16,0.06,364,281,205,442,362,29
2294,0.44,0.84,0.39,-0.12,-2.32,-5.37,396,281,202,436,366,29
2295,0.42,0.83,0.38,-1.04,-2.14,0.92,369,282,204,444,375,29
2296,0.44,0.79,0.38,-0.61,-2.56,-2.01,366,294,207,441,365,29
2297,0.45,0.81,0.38,0.37,-3.97,-2.38,371,283,205,445,361,29
2298,0.45,0.81,0.39,-0.24,-1.59,-2.5,371,283,206,441,363,29
2299,0.44,0.8,0.38,-2.26,-3.6,-2.08,368,282,204,442,364,29
2300,0.45,0.81,0.38,-0.24,-2.99,-1.71,370,282,204,442,361,29
2301,0.45,0.81,0.37,-0.49,-3.11,-1.34,367,281,204,445,360,29
2302,0.43,0.81,0.39,-1.1,-3.78,-0.73,371,278,205,441,362,29
2303,0.48,0.8,0.39,-15.44,-4.15,-5.74,365,280,205,441,364,29
2304,0.44,0.82,0.39,1.83,-1.46,-1.53,369,282,203,441,360,29
2305,0.45,0.82,0.39,-3.11,-2.69,-3.91,369,282,203,437,366,29
2306,0.46,0.81,0.38,-1.89,-3.54,-1.1,368,282,205,440,360,29
2307,0.47,0.8,0.38,-0.31,-3.97,-2.56,366,280,205,440,363,29
2308,0.47,0.8,0.4,3.36,-1.28,-2.56,366,284,203,442,360,29
2309,0.47,0.82,0.4,3.36,-3.36,-2.87,367,281,205,445,364,29
2310,0.45,0.82,0.38,0.12,-4.58,-1.65,365,283,204,445,366,29
2311,0.47,0.82,0.36,0.73,-4.76,-5.62,369,281,205,435,364,29
2312,0.44,0.8,0.37,2.5,-0.31,-4.09,365,284,204,442,366,29
2313,0.46,0.83,0.39,-0.12,-4.64,-5.92,365,283,205,440,366,29
2314,0.47,0.81,0.33,-1.46,-2.38,-2.44,366,282,205,441,364,29
2315,0.45,0.78,0.35,-3.17,-5.13,-0.92,367,282,208,444,359,29
2316,0.46,0.82,0.36,0.49,-3.42,0.85,368,281,205,436,364,29
2317,0.44,0.77,0.38,-2.2,-0.49,-4.94,365,281,207,440,362,29
2318,0.46,0.82,0.39,2.87,2.14,-3.23,367,281,207,444,366,29
2319,0.45,0.8,0.4,-2.08,-2.44,-0.67,363,283,207,443,366,29
2320,0.47,0.81,0.4,-0.92,-4.33,0.67,363,287,207,448,364,29
2321,0.47,0.81,0.38,0.92,-1.89,0.12,365,283,206,446,366,29
2322,0.49,0.8,0.34,7.32,-3.42,-1.34,364,281,205,442,367,29
2323,0.46,0.8,0.37,-1.46,-4.46,-1.83,366,277,204,437,362,29
