,aX,aY,aZ,gX,gY,gZ,little,ring,middle,index,thumb,number
231,0.17,0.78,0.66,-0.43,-4.52,-24.48,227,270,214,459,338,20
232,0.2,0.8,0.65,-2.26,-2.93,5.43,218,270,213,458,336,20
233,0.21,0.63,0.57,-7.39,-5.13,-15.56,218,270,213,468,334,20
234,0.18,0.93,0.57,-11.84,10.25,-5.07,218,269,212,455,337,20
235,-0.1,0.92,0.81,16.97,18.31,-6.65,222,270,215,464,333,20
236,0.03,0.81,0.66,-4.15,-0.37,-22.95,219,265,214,467,336,20
237,0.1,0.71,0.62,-4.58,-13.24,7.39,221,268,213,462,336,20
238,0.12,0.7,0.67,3.54,-24.54,27.71,219,268,216,459,337,20
239,0.16,0.74,0.65,1.04,0.0,-5.68,219,272,211,470,334,20
240,-0.02,0.75,0.71,4.33,0.92,-7.08,214,268,213,466,337,20
241,-0.03,0.84,0.77,-8.48,2.81,-15.32,218,279,211,463,335,20
242,0.04,0.76,0.71,-0.49,-10.68,2.75,222,271,216,468,334,20
243,0.02,0.77,0.69,7.2,-11.72,-0.43,221,268,216,457,336,20
244,-0.03,0.7,0.76,1.4,-7.32,6.9,219,269,215,465,334,20
245,0.15,0.79,0.7,6.65,-12.7,6.9,219,267,211,463,335,20
246,0.16,0.67,0.64,1.65,-11.54,16.85,218,270,212,462,335,20
247,0.1,0.7,0.71,-9.03,3.36,-3.36,216,271,212,465,336,20
248,0.16,0.72,0.7,-2.87,5.86,-24.41,219,267,216,458,336,20
249,0.13,0.72,0.69,-4.21,18.31,-25.76,222,270,217,463,337,20
250,0.05,0.72,0.73,0.43,-4.33,2.93,219,267,214,462,335,20
251,0.12,0.76,0.77,1.77,0.92,-13.37,218,270,214,457,336,20
252,0.16,0.66,0.68,20.51,-10.68,14.59,219,268,216,464,335,20
253,0.17,0.72,0.69,-3.17,-5.98,-8.3,228,266,216,463,337,20
254,0.16,0.7,0.69,-5.13,-5.25,0.18,214,266,214,472,332,20
255,0.2,0.69,0.67,1.46,-9.46,-0.18,219,272,213,459,338,20
256,0.2,0.67,0.66,0.37,2.26,-13.55,222,272,212,463,336,20
257,0.15,0.75,0.71,-2.81,-2.56,2.44,220,269,214,465,332,20
258,0.1,0.65,0.53,2.93,-14.59,-6.23,222,269,216,463,337,20
259,0.11,0.7,0.74,6.84,-1.1,-16.91,222,268,216,458,337,20
260,0.21,0.85,0.71,0.43,-0.49,12.51,227,270,211,462,337,20
261,0.11,0.71,0.69,-5.43,3.48,3.97,220,270,215,461,336,20
262,0.23,0.68,0.68,-5.43,-1.59,-11.9,220,270,213,464,337,20
263,0.12,0.71,0.76,12.27,2.26,16.05,221,269,216,457,335,20
264,0.11,0.68,0.67,7.87,-6.35,2.99,219,268,220,463,336,20
265,0.17,0.81,0.7,1.59,-3.36,-2.44,220,270,212,462,335,20
266,0.04,0.93,0.79,-10.13,39.18,-33.39,220,268,217,465,335,20
267,0.09,0.52,0.58,22.77,-30.33,30.88,219,267,215,463,333,20
268,0.43,0.81,0.45,-26.31,41.5,-38.64,220,268,212,460,328,20
269,0.33,0.83,0.61,-8.3,9.34,-25.33,219,269,214,462,335,20
270,0.49,0.67,0.56,-22.64,-3.42,-12.08,221,269,217,463,332,20
271,0.3,0.65,0.59,1.89,1.28,1.65,220,269,214,463,336,20
272,0.38,0.64,0.54,6.84,-9.03,3.78,222,269,216,460,338,20
273,0.33,0.73,0.57,-10.25,28.14,-41.44,219,272,217,463,336,20
274,0.29,0.72,0.62,-0.43,-1.4,-9.95,233,270,215,467,335,20
275,0.25,0.75,0.62,-0.24,-1.46,-8.73,218,271,214,463,332,20
276,0.34,0.65,0.53,6.96,-3.91,-23.74,221,270,211,459,338,20
277,0.25,0.73,0.54,8.67,-28.99,30.33,223,269,212,458,338,20
278,0.37,0.73,0.59,5.98,-5.68,-8.97,224,270,215,466,340,20
279,0.38,0.85,0.61,-12.7,-7.08,2.38,223,270,212,467,336,20
280,0.3,0.75,0.63,-2.14,-1.22,-1.95,226,268,218,460,339,20
281,0.25,0.69,0.61,-2.87,-6.1,-5.55,220,269,213,461,341,20
282,0.27,0.71,0.6,-4.33,1.83,-6.23,221,271,216,458,343,20
283,0.33,0.69,0.63,4.82,-13.12,3.54,221,267,217,465,341,20
284,0.3,0.83,0.66,-1.4,8.06,-20.08,219,269,218,464,342,20
285,0.28,0.75,0.6,-2.81,-0.67,2.08,221,270,216,463,344,20
286,0.35,0.78,0.61,6.35,-11.6,1.53,245,271,214,463,341,20
287,0.23,0.63,0.45,10.99,-17.15,1.65,221,273,214,456,346,20
288,0.12,0.87,0.68,-8.85,24.17,-24.78,221,269,216,466,341,20
289,0.19,0.83,0.68,1.77,-13.55,-3.17,220,269,217,461,344,20
290,0.27,0.67,0.58,18.68,8.67,-13.98,222,271,216,462,342,20
291,0.23,0.72,0.53,3.23,-2.5,0.0,224,271,217,463,344,20
292,0.28,0.78,0.57,9.28,-34.36,19.29,221,285,216,463,344,20
293,0.41,0.78,0.58,-6.16,-5.68,8.54,221,270,216,464,344,20
294,0.22,0.8,0.61,-4.82,19.9,-17.09,220,269,215,464,344,20
