,aX,aY,aZ,gX,gY,gZ,little,ring,middle,index,thumb,number
275,0.95,-0.24,0.2,0.79,-3.11,-2.01,222,265,208,463,329,22
276,1.0,-0.24,0.18,-1.04,5.43,-0.31,223,267,207,465,326,22
277,0.97,-0.24,0.22,4.27,-3.91,-2.2,223,266,213,467,331,22
278,0.95,-0.25,0.22,0.61,-3.05,-2.99,224,265,213,466,329,22
279,0.95,-0.25,0.22,0.18,-3.66,-3.42,224,266,204,465,333,22
280,0.95,-0.24,0.22,0.49,-3.23,-2.69,224,266,211,460,330,22
281,0.96,-0.25,0.22,-0.43,-2.56,-3.05,220,270,210,465,331,22
282,0.94,-0.25,0.22,0.92,-2.75,-2.99,222,269,208,472,338,22
283,0.95,-0.25,0.22,0.55,-2.69,-2.81,222,264,209,466,334,22
284,0.95,-0.25,0.22,0.06,-2.99,-2.93,219,266,210,466,333,22
285,0.96,-0.25,0.22,0.85,-2.69,-3.11,221,268,207,470,332,22
286,0.96,-0.24,0.22,0.98,-3.17,-2.08,223,268,210,466,328,22
287,0.95,-0.24,0.22,0.24,-2.69,-3.05,251,263,206,462,330,22
288,0.96,-0.24,0.22,1.04,-3.23,-2.5,222,268,209,470,331,22
289,0.95,-0.24,0.22,1.16,-3.6,-0.73,220,266,211,461,333,22
290,0.95,-0.24,0.22,0.61,-4.52,-1.04,223,266,204,464,332,22
291,0.95,-0.25,0.21,0.98,-3.66,-1.83,224,267,208,467,330,22
292,0.97,-0.25,0.2,0.43,-6.47,-2.99,222,264,211,464,332,22
293,0.95,-0.24,0.21,1.1,-2.93,-1.53,221,268,209,463,332,22
294,0.95,-0.25,0.2,0.98,-3.3,-2.75,222,266,212,465,331,22
295,0.95,-0.25,0.2,1.28,-2.75,-3.23,224,265,206,464,332,22
296,0.94,-0.24,0.2,0.98,-3.3,-2.69,223,266,214,465,329,22
297,0.92,-0.22,0.22,3.42,-6.96,1.59,222,265,207,469,332,22
298,0.95,-0.25,0.2,0.06,-1.95,-4.27,221,270,210,465,331,22
299,0.95,-0.25,0.19,1.16,-3.42,-1.46,232,268,211,463,329,22
300,0.95,-0.25,0.19,-0.43,-3.23,-1.95,221,267,209,465,327,22
301,0.92,-0.26,0.21,0.43,-5.0,-1.1,222,264,208,468,332,22
302,0.95,-0.25,0.19,0.67,-2.56,-2.87,219,265,208,465,331,22
303,0.96,-0.25,0.19,0.18,-2.62,-2.93,224,266,211,464,323,22
304,0.95,-0.25,0.19,-0.43,-3.11,-2.75,221,267,206,464,334,22
305,0.95,-0.25,0.18,-0.92,-3.54,-1.59,219,268,209,468,339,22
306,0.97,-0.25,0.18,0.43,-2.87,-2.26,222,270,210,463,330,22
307,0.97,-0.25,0.19,-0.12,-3.3,-2.93,221,268,208,467,332,22
308,0.95,-0.25,0.19,1.71,-3.17,-1.65,221,265,208,462,334,22
309,0.95,-0.25,0.19,-0.43,-3.17,-2.32,221,270,209,465,333,22
310,0.96,-0.25,0.19,0.61,-2.75,-3.05,224,264,211,465,331,22
311,0.96,-0.25,0.19,-0.12,-2.38,-4.03,222,265,211,462,328,22
312,0.96,-0.25,0.18,1.46,-3.05,-2.14,222,267,209,466,328,22
313,0.96,-0.25,0.18,1.28,-2.87,-2.81,251,268,213,465,332,22
314,0.95,-0.24,0.19,0.31,-2.75,-2.62,224,265,207,465,333,22
315,0.96,-0.26,0.18,-0.18,-2.44,-2.81,224,267,208,469,333,22
316,0.95,-0.25,0.19,-0.55,-2.99,-1.89,222,265,207,468,332,22
317,0.95,-0.25,0.19,0.37,-3.17,-2.44,221,266,209,469,332,22
318,0.96,-0.25,0.19,0.55,-2.81,-2.69,223,267,209,469,332,22
319,0.95,-0.25,0.19,-0.37,-2.62,-2.87,222,265,209,467,332,22
320,0.95,-0.25,0.18,-0.06,-2.93,-2.62,224,265,211,464,331,22
321,0.96,-0.25,0.18,1.53,-2.81,-2.44,223,270,213,466,337,22
322,0.95,-0.25,0.19,1.71,-2.93,-2.38,225,268,206,468,333,22
323,0.96,-0.24,0.19,0.67,-4.82,-3.91,225,269,211,467,331,22
324,0.96,-0.24,0.19,0.43,-2.75,-2.62,216,266,209,460,331,22
325,0.96,-0.25,0.19,-0.73,-2.93,-1.83,222,266,206,468,331,22
326,0.96,-0.23,0.2,-0.06,-3.3,-1.77,224,268,207,469,332,22
327,0.97,-0.25,0.18,-1.46,-3.6,-2.38,223,265,209,469,334,22
328,0.95,-0.25,0.19,1.04,-2.81,-2.81,222,269,207,465,339,22
329,0.95,-0.25,0.18,2.56,-3.54,-1.65,222,264,211,462,332,22
330,0.96,-0.25,0.18,0.24,-2.62,-3.36,224,266,212,465,327,22
331,0.95,-0.25,0.19,1.16,-2.93,-2.62,224,267,209,465,330,22
332,0.97,-0.24,0.19,0.0,-2.44,-3.17,223,266,207,469,331,22
333,0.95,-0.24,0.2,0.85,-3.05,-2.75,221,265,211,468,334,22
